iter	Passed	Remaining
719	1541	599
720	1543	597
721	1546	595
722	1548	593
723	1550	590
724	1552	588
725	1554	586
726	1556	584
727	1558	582
728	1561	580
729	1563	578
730	1565	576
731	1567	573
732	1569	571
733	1572	569
734	1573	567
735	1576	565
736	1578	563
737	1580	561
738	1582	558
739	1584	556
740	1587	554
741	1589	552
742	1591	550
743	1593	548
744	1596	546
745	1598	544
746	1600	541
747	1602	539
748	1604	537
749	1606	535
750	1609	533
751	1611	531
752	1613	529
753	1615	527
754	1617	525
755	1620	522
756	1622	520
757	1624	518
758	1626	516
759	1629	514
760	1631	512
761	1633	510
762	1635	508
763	1637	505
764	1640	503
765	1642	501
766	1644	499
767	1646	497
768	1648	495
769	1650	493
770	1653	491
771	1655	488
772	1657	486
773	1659	484
774	1661	482
775	1663	480
776	1665	478
777	1668	475
778	1669	473
779	1671	471
780	1674	469
781	1676	467
782	1678	465
783	1680	463
784	1682	460
785	1685	458
786	1687	456
787	1689	454
788	1691	452
789	1694	450
790	1696	448
791	1698	446
792	1700	443
793	1702	441
794	1704	439
795	1707	437
796	1709	435
797	1711	433
798	1713	431
799	1715	428
800	1718	426
801	1720	424
802	1722	422
803	1724	420
804	1726	418
805	1727	415
806	1730	413
807	1732	411
808	1734	409
809	1737	407
810	1739	405
811	1741	403
812	1743	401
813	1745	398
814	1748	396
815	1750	394
816	1752	392
817	1755	390
818	1757	388
819	1759	386
820	1761	384
821	1763	381
822	1766	379
823	1768	377
824	1770	375
825	1773	373
826	1775	371
827	1777	369
828	1779	367
829	1781	364
830	1783	362
831	1785	360
832	1787	358
833	1790	356
834	1792	354
835	1794	352
836	1796	349
837	1798	347
838	1801	345
839	1803	343
840	1805	341
841	1807	339
842	1809	337
843	1811	334
844	1814	332
845	1816	330
846	1818	328
847	1820	326
848	1823	324
849	1825	322
850	1827	319
851	1829	317
852	1831	315
853	1834	313
854	1836	311
855	1838	309
856	1840	307
857	1843	305
858	1845	302
859	1847	300
860	1850	298
861	1852	296
862	1854	294
863	1856	292
864	1859	290
865	1861	288
866	1863	285
867	1865	283
868	1868	281
869	1870	279
870	1872	277
871	1874	275
872	1876	272
873	1878	270
874	1880	268
875	1882	266
876	1884	264
877	1886	262
878	1888	260
879	1890	257
880	1893	255
881	1895	253
882	1897	251
883	1900	249
884	1902	247
885	1904	245
886	1906	242
887	1909	240
888	1911	238
889	1913	236
890	1915	234
891	1918	232
892	1920	230
893	1922	227
894	1924	225
895	1926	223
896	1929	221
897	1931	219
898	1933	217
899	1936	215
900	1938	212
901	1940	210
902	1942	208
903	1944	206
904	1947	204
905	1949	202
906	1951	200
907	1953	197
908	1956	195
909	1958	193
910	1960	191
911	1962	189
912	1965	187
913	1967	185
914	1969	182
915	1971	180
916	1974	178
917	1976	176
918	1978	174
919	1980	172
920	1983	170
921	1985	167
922	1987	165
923	1989	163
924	1991	161
925	1994	159
926	1996	157
927	1998	155
928	2000	152
929	2002	150
930	2005	148
931	2007	146
932	2009	144
933	2012	142
934	2014	140
935	2016	137
936	2018	135
937	2021	133
938	2023	131
939	2025	129
940	2028	127
941	2030	125
942	2032	122
943	2034	120
944	2037	118
945	2039	116
946	2041	114
947	2043	112
948	2046	109
949	2048	107
950	2051	105
951	2053	103
952	2055	101
953	2058	99
954	2060	97
955	2062	94
956	2064	92
957	2067	90
958	2069	88
959	2071	86
960	2074	84
961	2076	82
962	2078	79
963	2080	77
964	2083	75
965	2085	73
966	2087	71
967	2090	69
968	2092	66
969	2094	64
970	2096	62
971	2099	60
972	2101	58
973	2103	56
974	2106	54
975	2107	51
976	2110	49
977	2112	47
978	2114	45
979	2117	43
980	2119	41
981	2121	38
982	2123	36
983	2125	34
984	2128	32
985	2130	30
986	2132	28
987	2134	25
988	2136	23
989	2139	21
990	2141	19
991	2143	17
992	2146	15
993	2148	12
994	2150	10
995	2152	8
996	2155	6
997	2157	4
998	2159	2
999	2161	0
