iter	Logloss
144	0.4243704484
145	0.4237766053
146	0.4233569305
147	0.4227929913
148	0.4227074265
149	0.4222230726
150	0.4219485537
151	0.4216217625
152	0.4211254213
153	0.4206969166
154	0.4202269502
155	0.41956651
156	0.4189144293
157	0.4183711917
158	0.4177406604
159	0.4175222548
160	0.4171338568
161	0.4164974446
162	0.4161856686
163	0.4156939988
164	0.4154277345
165	0.4153025766
166	0.414743727
167	0.4143632826
168	0.4139052362
169	0.4137629948
170	0.4135231464
171	0.4131518071
172	0.412738394
173	0.4121587138
174	0.4116378492
175	0.4112105978
176	0.410683386
177	0.4106014372
178	0.4100711348
179	0.4097675041
180	0.4093915371
181	0.4089829082
182	0.40864601
183	0.4085494344
184	0.4083430469
185	0.4080940133
186	0.4076504364
187	0.4072659758
188	0.4067536838
189	0.4064088276
190	0.4062469134
191	0.4058798185
192	0.4055103571
193	0.4051646157
194	0.4048772955
195	0.404577363
196	0.4042254042
197	0.4037667294
198	0.403445053
199	0.4033371741
200	0.4031790655
201	0.402831437
202	0.4023501042
203	0.4020555187
204	0.4017088228
205	0.4016203357
206	0.4013567796
207	0.4008974087
208	0.4005656553
209	0.4002828445
210	0.4000931071
211	0.3999530634
212	0.3994818543
213	0.3992303696
214	0.3988426056
215	0.3987614821
216	0.3983831709
217	0.3981978082
218	0.3978840568
219	0.3976997286
220	0.3975459473
221	0.3974423553
222	0.3972112527
223	0.3968907846
224	0.3967183892
225	0.3963206298
226	0.3958950982
227	0.3956652199
228	0.3955750085
229	0.3954295025
230	0.3952035192
231	0.3950518785
232	0.3947803597
233	0.3947247617
234	0.3944329942
235	0.3940848648
236	0.3938617173
237	0.3934258599
238	0.3931800687
239	0.392813553
240	0.3925974412
241	0.3923515358
242	0.3920807114
243	0.391890932
244	0.3915933488
245	0.3912836845
246	0.3911173565
247	0.3909463996
248	0.3906573449
249	0.3903515364
250	0.3901058408
251	0.3899578101
252	0.3898611365
253	0.3895646635
254	0.3891896761
255	0.3889192831
256	0.3887119131
257	0.3883512191
258	0.3878650365
259	0.3875524047
260	0.3872915853
261	0.387020289
262	0.3868907201
263	0.3865689641
264	0.3865276689
265	0.3863385954
266	0.3860839196
267	0.3859332651
268	0.3858674681
269	0.3856173432
270	0.3850510251
271	0.384865938
272	0.3845975239
273	0.3844639504
274	0.384265822
275	0.3840531989
276	0.3840022547
277	0.3837160027
278	0.3834555435
279	0.3834000226
280	0.3830645543
281	0.3827255199
282	0.3824839846
283	0.3822701898
284	0.3820887001
285	0.3818551623
286	0.3818368375
287	0.3817207791
288	0.3815812844
289	0.3813985176
290	0.3813592735
291	0.3811537311
292	0.3810142874
293	0.380787363
294	0.3806457839
295	0.3804340907
296	0.3801555672
297	0.3799521118
298	0.3797791183
299	0.3796396595
300	0.3793358282
301	0.3790562629
302	0.3788956154
303	0.3786032188
304	0.3783883916
305	0.377937502
306	0.3778264749
307	0.3778191771
308	0.3777346719
309	0.3775368188
310	0.3774506286
311	0.3772828044
312	0.3771376543
313	0.3770770336
314	0.3770443077
315	0.3768734573
316	0.3766553289
317	0.3764426674
318	0.3762039613
319	0.3759924973
320	0.3757329634
321	0.375529181
322	0.375499545
323	0.3753016648
324	0.37518308
325	0.3749945479
326	0.3749632942
327	0.3747137818
328	0.374587249
329	0.3745200126
330	0.374502826
331	0.3742808401
332	0.3740641799
333	0.3737087461
334	0.3736624825
335	0.3734926258
336	0.3731099825
337	0.372962011
338	0.3729178974
339	0.3727740922
340	0.3725969724
341	0.3725361946
342	0.3722839064
343	0.3721351343
344	0.372012857
345	0.3718994519
346	0.3716333548
347	0.3714521897
348	0.3713176979
349	0.3712324976
350	0.3710768075
351	0.3708153794
352	0.37061577
353	0.3703379504
354	0.3701206561
355	0.3700372799
356	0.370000147
357	0.3697730383
358	0.3695989797
359	0.3694268648
360	0.3692271924
361	0.3690699093
362	0.3689340668
363	0.3687375752
364	0.3684834639
365	0.3683351813
366	0.3682177434
367	0.3681080201
368	0.3680090353
369	0.3678341199
370	0.3676964119
371	0.3675664176
372	0.3674196757
373	0.367209167
374	0.3669902231
375	0.3669514033
376	0.3668190659
377	0.3668037901
378	0.3665266093
379	0.3663711111
380	0.366137198
381	0.3658989082
382	0.3657051702
383	0.3654304464
384	0.365243979
385	0.3650439417
386	0.364830345
387	0.3646495831
388	0.3645274106
389	0.3645061211
390	0.3644405774
391	0.364193921
392	0.3640011368
393	0.3638401346
394	0.3636785637
395	0.3634329821
396	0.3633922299
397	0.3631714686
398	0.3630132747
399	0.3627840678
400	0.3624870422
401	0.3624112531
402	0.3622692793
403	0.362013392
404	0.3619091233
405	0.3618111593
406	0.3617789363
407	0.3615256727
408	0.3613963072
409	0.3612374906
410	0.3611248308
411	0.3608972399
412	0.3606165083
413	0.3604176999
414	0.3602074863
415	0.3600664558
416	0.3599821894
417	0.3597695175
418	0.3596067415
419	0.3594688483
420	0.3594437568
421	0.3592855494
422	0.3590838049
423	0.3588709718
424	0.3587641634
425	0.3586070879
426	0.3584488424
427	0.3583485085
428	0.3580732124
429	0.3580491566
430	0.3579633072
431	0.3578168407
432	0.3578034666
433	0.3576476639
434	0.3575053272
435	0.3572524775
436	0.3571986414
437	0.3570332037
438	0.3568646703
439	0.3567093053
440	0.3564463935
441	0.3563865864
442	0.3562047617
443	0.3560366255
444	0.3558489152
445	0.3557834116
446	0.3557255336
447	0.3555545875
448	0.3554465376
449	0.3552588521
450	0.3550850928
451	0.3548901997
452	0.3548650253
453	0.3548440155
454	0.3548355315
455	0.3547994452
456	0.35477429
457	0.3547706812
458	0.3546977694
459	0.3545516181
460	0.3545096078
461	0.3542832933
462	0.3542463503
463	0.3541392416
464	0.3539232093
465	0.3537438647
466	0.3536681944
467	0.3534231688
468	0.3532970196
469	0.3531804539
470	0.3529215945
471	0.352774118
472	0.3525621556
473	0.3524095478
474	0.352212121
475	0.3520663615
476	0.3520220246
477	0.3520038139
478	0.3519256552
479	0.3517690629
480	0.3516065825
481	0.3513737217
482	0.3512528225
483	0.3512292814
484	0.3511927048
485	0.3510092178
486	0.3509352877
487	0.3507733493
488	0.3507260571
489	0.3504784445
490	0.3502985821
491	0.3501541117
492	0.3499169409
493	0.3497291643
494	0.3496428096
495	0.349536409
496	0.34935961
497	0.349193306
498	0.3490897456
499	0.3490604091
500	0.3489600981
501	0.34880096
502	0.3487667916
503	0.3486726939
504	0.3486166146
505	0.3484611774
506	0.3483483351
507	0.348213253
508	0.3481388946
509	0.348119572
510	0.348025844
511	0.3479076073
512	0.3477863254
513	0.3476437875
514	0.3474988959
515	0.3474254632
516	0.3473539737
517	0.3473159885
518	0.3470770817
519	0.3469288587
520	0.3468473713
521	0.3467481949
522	0.3465374155
523	0.3463600537
524	0.3461869909
525	0.3460623311
526	0.3459522198
527	0.3458171184
528	0.3457017108
529	0.3455829357
530	0.3455023814
531	0.3453948147
532	0.345345723
533	0.3452320232
534	0.3450966263
535	0.3449578103
536	0.3448123311
537	0.3445573629
538	0.3443535098
539	0.3442257
540	0.3441451621
541	0.3440419151
542	0.3439626944
543	0.3439400765
544	0.343749725
545	0.3435544825
546	0.3434318373
547	0.3434111594
548	0.3432306678
549	0.3431415704
550	0.3429652167
551	0.3428483606
552	0.3427390839
553	0.3427140326
554	0.3426220537
555	0.3425562391
556	0.3424114605
557	0.3422289132
558	0.3420036434
559	0.3419085277
560	0.3416916402
561	0.3415771333
562	0.3414856595
563	0.3413596227
564	0.3412609807
565	0.3411496815
566	0.3410871488
567	0.3409240637
568	0.3408818089
569	0.3408284296
570	0.3406933197
571	0.3405255842
572	0.3403749243
573	0.3403620807
574	0.3403133677
575	0.3401954304
576	0.340138678
577	0.3400002516
578	0.3398395564
579	0.3396847877
580	0.3395131974
581	0.3393482415
582	0.3392675089
583	0.3392345813
584	0.3390633921
585	0.3389431915
586	0.3389039077
587	0.3386690324
588	0.3384745803
589	0.3382788626
590	0.3381378171
591	0.3380844151
592	0.3380366474
593	0.3379040989
594	0.3377833198
595	0.3376938116
596	0.3375708201
597	0.3375007199
598	0.3373665797
599	0.3373115979
600	0.3373090585
601	0.3372701251
602	0.3372696655
603	0.3371593348
604	0.337022027
605	0.3367990375
606	0.3367050525
607	0.3365402544
608	0.3364225421
609	0.3363029233
610	0.3363014904
611	0.3361974768
612	0.3360295295
613	0.3359018466
614	0.3357335469
615	0.3356410661
616	0.3353573214
617	0.3353471945
618	0.335233826
619	0.3350083511
620	0.3348387229
621	0.3347776281
622	0.3346754962
623	0.3346443749
624	0.3344806372
625	0.3344200132
626	0.334245118
627	0.334134008
628	0.3340386771
629	0.3339753422
630	0.3338716379
631	0.3338073552
632	0.333646944
633	0.3335636806
634	0.3334579334
635	0.3333413943
636	0.3332608703
637	0.3331767476
638	0.3330074383
639	0.3329497791
640	0.3327663934
641	0.332715064
642	0.3326131268
643	0.3325525788
644	0.3323010596
645	0.3321367833
646	0.3320286987
647	0.3319326137
648	0.3318444896
649	0.3317972527
650	0.3316784758
651	0.3315277266
652	0.3314865824
653	0.331453227
654	0.3314324624
655	0.331318049
656	0.331209218
657	0.3310584539
658	0.3309255621
659	0.3307413722
660	0.3305780574
661	0.3304200741
662	0.330314286
663	0.3301831653
664	0.3299925563
665	0.329920434
666	0.3297610491
667	0.32974681
668	0.3296238123
669	0.3294589168
670	0.3292583837
671	0.3290686645
672	0.3289516043
673	0.3288445758
674	0.3286625125
675	0.3285981847
676	0.3285562669
677	0.3284967073
678	0.32845636
679	0.3282649228
680	0.328114692
681	0.3280106258
682	0.3279133796
683	0.3277979157
684	0.3276388977
685	0.3275484926
686	0.3274858799
687	0.3274080846
688	0.3272097856
689	0.3271384452
690	0.3271166021
691	0.3270280139
692	0.3269211294
693	0.3267836262
694	0.3266082989
695	0.3265215029
696	0.3264577419
697	0.3264401495
698	0.3263790721
699	0.3263210038
700	0.3262898533
701	0.3261814318
702	0.3261097194
703	0.3260067143
704	0.3259749493
705	0.3258179549
706	0.3256998616
707	0.3256203889
708	0.3254837038
709	0.3253825088
710	0.3252838653
711	0.325091867
712	0.325082901
713	0.3249952951
714	0.3248099043
715	0.3247682927
716	0.3246595462
717	0.3245955091
718	0.324431088
719	0.3243960362
720	0.3243681367
721	0.3242232182
722	0.3241395754
723	0.3239734699
724	0.3237634323
725	0.3236186344
726	0.3235419316
727	0.3234962413
728	0.3233493906
729	0.323196946
730	0.3230097887
731	0.3229883923
732	0.322870349
733	0.3227851951
734	0.3227710604
735	0.3226580178
736	0.3225841082
737	0.322531525
738	0.3225067428
739	0.3223503075
740	0.3222479257
741	0.3221001913
742	0.3219440145
743	0.3218225087
744	0.3216788366
745	0.3215940043
746	0.3215488907
747	0.3214105629
748	0.3212401372
749	0.3209244748
750	0.320849205
751	0.3206903045
752	0.3206326366
753	0.3205518827
754	0.3205106867
755	0.3203835356
756	0.3203132866
757	0.320255348
758	0.320125933
759	0.3200753051
760	0.3199605311
761	0.3199257458
762	0.3198813733
763	0.3197036053
764	0.3196478235
765	0.3195396305
766	0.3194759412
767	0.3193954675
768	0.3192007708
769	0.3191436873
770	0.3190869656
771	0.3190788122
772	0.3190257685
773	0.3188558949
774	0.3188010788
775	0.3185087581
776	0.3183877377
777	0.3182264013
778	0.3181865857
779	0.3181405277
780	0.3180263484
781	0.3180122698
782	0.317934097
783	0.317913361
784	0.3178133828
785	0.3176527139
786	0.3175581854
787	0.317378344
788	0.3172006827
789	0.3171474115
790	0.3169195699
791	0.3168170201
792	0.3166106853
793	0.3165792524
794	0.3163574657
795	0.3162926294
796	0.3160312208
797	0.3158560812
798	0.3157694149
799	0.3157243772
800	0.31555297
801	0.3154538609
802	0.3153877648
803	0.3153819651
804	0.3151941312
805	0.3151879815
806	0.3150097766
807	0.3149411442
808	0.3148528033
809	0.3148361862
810	0.3147584905
811	0.3146819817
812	0.314439845
813	0.3143488415
814	0.3143009407
815	0.3141453299
816	0.3139291991
817	0.3137838441
818	0.3137391606
819	0.3135849363
820	0.313519814
821	0.3134868974
822	0.3132898747
823	0.3132265224
824	0.3131489228
825	0.3129622574
826	0.3128783579
827	0.3128243292
828	0.3127262904
829	0.3126374135
830	0.3125558805
831	0.3125117061
832	0.3124850653
833	0.3123969587
834	0.312310085
835	0.3122395788
836	0.3121722337
837	0.3120967954
838	0.3119844113
839	0.3119022259
840	0.3118805801
841	0.3118083869
842	0.3115470196
843	0.3114964088
844	0.3113766743
845	0.3112885335
846	0.3111705016
847	0.3110603433
848	0.3108627155
849	0.3107609035
850	0.3106979548
851	0.3105896226
852	0.3105395412
853	0.3104394035
854	0.3103362018
855	0.3102872989
856	0.3101448701
857	0.309997634
858	0.3099764905
859	0.3098121966
860	0.3096980446
861	0.309414031
862	0.3093551819
863	0.3092650746
864	0.3091995876
865	0.3091423737
866	0.3090700817
867	0.3089603215
868	0.3088818395
869	0.30880734
870	0.3085761388
871	0.3085114922
872	0.3084534307
873	0.3083903407
874	0.3083321454
875	0.3082784865
876	0.3081804475
877	0.3081166844
878	0.3078859649
879	0.3077615094
880	0.3075816155
881	0.307501338
882	0.3074254165
883	0.307362789
884	0.307251171
885	0.3071863387
886	0.3071075302
887	0.307049155
888	0.3068976802
889	0.3068242992
890	0.3067910365
891	0.306739652
892	0.3065652576
893	0.3063947575
894	0.3062453673
895	0.3061541579
896	0.3060021914
897	0.3058270319
898	0.3056694976
899	0.3055356473
900	0.3054157158
901	0.305376642
902	0.3052161067
903	0.305203984
904	0.3051638982
905	0.3049012374
906	0.304855649
907	0.3047871702
908	0.3047145048
909	0.3045848132
910	0.3045342443
911	0.3043095257
912	0.3041466787
913	0.3039724219
914	0.3038728652
915	0.3037681649
916	0.3036020047
917	0.303412564
918	0.3033218176
919	0.3032099801
920	0.3030118808
921	0.3028288163
922	0.3027382638
923	0.3027114021
924	0.3025522011
925	0.3024647718
926	0.3023264551
927	0.3022882694
928	0.3021776637
929	0.3020564255
930	0.3018455817
931	0.3017247455
932	0.3016794579
933	0.3015667414
934	0.3014461023
935	0.3011679203
936	0.3010498742
937	0.3009590031
938	0.3008532497
939	0.3007538068
940	0.3005774976
941	0.3004945893
942	0.300357062
943	0.3002184909
944	0.3001579177
945	0.2999146638
946	0.2998836938
947	0.2998340408
948	0.2997653176
949	0.2995626715
950	0.2995354269
951	0.299397349
952	0.2992465237
953	0.2991495354
954	0.2990713189
955	0.2989633934
956	0.298933146
957	0.2988625104
958	0.2988034769
959	0.2986673969
960	0.2984785982
961	0.298439311
962	0.29813013
963	0.2980276754
964	0.2979004816
965	0.2978080102
966	0.2977348685
967	0.2976717457
968	0.2975917641
969	0.2974608965
970	0.2973929934
971	0.2973264651
972	0.2972696064
973	0.2971840208
974	0.2968892583
975	0.296883
976	0.2967767463
977	0.2966722051
978	0.2965513029
979	0.2963230516
980	0.2962517766
981	0.2961475304
982	0.2959899002
983	0.2959635968
984	0.2959092681
985	0.2958520013
986	0.2957543142
987	0.2956850326
988	0.2955280105
989	0.2954928487
990	0.2954694986
991	0.2951549451
992	0.2951146691
993	0.2950037882
994	0.2949302023
995	0.2947581124
996	0.2947294012
997	0.2943010967
998	0.2941408646
999	0.2940644944
