iter	Passed	Remaining
438	1389	3358
439	1392	3355
440	1396	3352
441	1399	3349
442	1402	3346
443	1405	3342
444	1408	3339
445	1411	3336
446	1414	3332
447	1418	3330
448	1421	3326
449	1424	3323
450	1427	3320
451	1430	3316
452	1433	3313
453	1436	3310
454	1439	3307
455	1443	3303
456	1446	3300
457	1449	3297
458	1452	3294
459	1455	3291
460	1458	3287
461	1461	3284
462	1464	3281
463	1468	3277
464	1471	3274
465	1474	3270
466	1477	3267
467	1480	3264
468	1483	3261
469	1486	3258
470	1490	3255
471	1493	3252
472	1496	3249
473	1500	3247
474	1503	3244
475	1506	3241
476	1510	3238
477	1513	3235
478	1516	3232
479	1519	3229
480	1522	3226
481	1525	3222
482	1529	3219
483	1532	3216
484	1535	3214
485	1539	3211
486	1542	3207
487	1545	3204
488	1548	3201
489	1551	3198
490	1554	3195
491	1558	3192
492	1561	3189
493	1564	3185
494	1567	3182
495	1570	3179
496	1573	3175
497	1576	3172
498	1580	3169
499	1583	3166
500	1586	3163
501	1589	3159
502	1592	3156
503	1595	3153
504	1598	3150
505	1601	3146
506	1604	3143
507	1608	3140
508	1611	3137
509	1614	3133
510	1617	3130
511	1620	3127
512	1623	3123
513	1626	3120
514	1629	3117
515	1632	3113
516	1635	3110
517	1638	3107
518	1642	3104
519	1645	3101
520	1648	3097
521	1651	3094
522	1654	3091
523	1658	3089
524	1661	3085
525	1664	3082
526	1667	3079
527	1671	3076
528	1674	3073
529	1677	3070
530	1680	3066
531	1683	3063
532	1686	3060
533	1690	3057
534	1693	3054
535	1696	3050
536	1699	3047
537	1702	3044
538	1705	3041
539	1708	3037
540	1711	3034
541	1714	3030
542	1718	3028
543	1721	3024
544	1724	3021
545	1727	3018
546	1730	3014
547	1733	3011
548	1737	3009
549	1740	3005
550	1743	3002
551	1746	2999
552	1749	2995
553	1752	2992
554	1755	2989
555	1758	2986
556	1761	2982
557	1764	2979
558	1767	2976
559	1771	2973
560	1774	2969
561	1777	2966
562	1780	2963
563	1783	2959
564	1786	2957
565	1790	2953
566	1793	2950
567	1796	2947
568	1799	2943
569	1802	2940
570	1805	2937
571	1808	2934
572	1812	2931
573	1815	2928
574	1818	2925
575	1821	2922
576	1824	2918
577	1827	2915
578	1830	2911
579	1834	2909
580	1837	2905
581	1840	2903
582	1843	2899
583	1847	2897
584	1850	2894
585	1853	2890
586	1856	2887
587	1859	2884
588	1862	2881
589	1865	2878
590	1869	2874
591	1872	2872
592	1876	2870
593	1879	2867
594	1883	2864
595	1886	2860
596	1889	2857
597	1892	2854
598	1895	2850
599	1898	2847
600	1902	2846
601	1905	2842
602	1908	2839
603	1911	2835
604	1914	2832
605	1918	2830
606	1921	2827
607	1924	2824
608	1927	2820
609	1931	2818
610	1934	2815
611	1937	2811
612	1941	2808
613	1944	2805
614	1947	2802
615	1950	2799
616	1953	2795
617	1956	2792
618	1959	2789
619	1962	2785
620	1965	2782
621	1968	2779
622	1972	2776
623	1975	2772
624	1978	2770
625	1981	2766
626	1984	2763
627	1987	2760
628	1991	2757
629	1994	2754
630	1997	2750
631	2000	2747
632	2003	2744
633	2006	2741
634	2010	2738
635	2013	2735
636	2016	2732
637	2019	2729
638	2023	2725
639	2026	2723
640	2029	2719
641	2032	2716
642	2035	2713
643	2039	2710
644	2042	2707
645	2045	2704
646	2048	2700
647	2051	2697
648	2054	2694
649	2058	2691
650	2061	2688
651	2064	2684
652	2067	2681
653	2070	2678
654	2073	2675
655	2076	2671
656	2079	2668
657	2082	2665
658	2086	2662
659	2089	2659
660	2092	2655
661	2095	2652
662	2098	2649
663	2101	2645
664	2104	2642
665	2107	2639
666	2111	2636
667	2114	2633
668	2117	2630
669	2120	2627
670	2124	2624
671	2127	2620
672	2130	2617
673	2133	2614
674	2136	2610
675	2139	2607
676	2142	2604
677	2145	2601
678	2148	2597
679	2151	2594
680	2154	2591
681	2157	2588
682	2161	2585
683	2164	2582
684	2167	2579
685	2171	2576
686	2173	2572
687	2177	2569
688	2180	2566
689	2183	2562
690	2186	2559
691	2189	2556
692	2192	2553
693	2195	2549
694	2198	2546
695	2201	2543
696	2204	2540
697	2207	2536
698	2210	2533
699	2213	2530
700	2217	2527
701	2220	2523
702	2223	2520
703	2226	2517
704	2229	2514
705	2232	2511
706	2235	2507
707	2238	2504
708	2241	2501
709	2245	2497
710	2248	2495
711	2251	2492
712	2254	2488
713	2257	2485
714	2260	2482
715	2264	2479
716	2267	2476
717	2270	2473
718	2273	2469
719	2276	2466
720	2280	2463
721	2283	2460
722	2286	2457
723	2289	2453
724	2292	2450
725	2295	2447
726	2299	2444
727	2302	2441
728	2305	2438
729	2308	2434
730	2311	2431
731	2314	2428
732	2317	2425
733	2320	2422
734	2324	2419
735	2327	2415
736	2330	2412
737	2333	2409
738	2336	2405
739	2339	2402
740	2342	2399
741	2345	2396
742	2349	2393
743	2352	2389
744	2355	2386
745	2358	2383
746	2361	2380
747	2364	2377
748	2367	2374
749	2370	2370
750	2373	2367
751	2377	2364
752	2380	2361
753	2383	2358
754	2387	2355
755	2391	2353
756	2394	2350
757	2397	2346
758	2400	2343
759	2403	2340
760	2406	2337
761	2409	2333
762	2412	2330
763	2416	2327
764	2419	2324
765	2422	2321
766	2425	2318
767	2428	2315
768	2432	2312
769	2435	2308
770	2438	2305
771	2441	2302
772	2444	2299
773	2447	2295
774	2450	2292
775	2453	2289
776	2457	2286
777	2460	2283
778	2463	2280
779	2466	2277
780	2470	2273
781	2473	2270
782	2476	2268
783	2479	2264
784	2482	2261
785	2486	2258
786	2489	2255
787	2492	2251
788	2495	2248
789	2498	2245
790	2501	2242
791	2504	2238
792	2508	2236
793	2511	2233
794	2514	2229
795	2517	2226
796	2521	2223
797	2524	2221
798	2528	2217
799	2531	2214
800	2534	2211
801	2537	2208
802	2540	2205
803	2543	2202
804	2546	2198
805	2550	2195
806	2553	2193
807	2556	2189
808	2560	2186
809	2563	2183
810	2566	2180
811	2569	2177
812	2572	2173
813	2575	2170
814	2578	2167
815	2581	2163
816	2584	2160
817	2588	2157
818	2591	2154
819	2594	2151
820	2597	2148
821	2600	2144
822	2603	2141
823	2606	2138
824	2609	2134
825	2612	2131
826	2615	2128
827	2618	2125
828	2621	2122
829	2624	2118
830	2628	2115
831	2631	2112
832	2634	2109
833	2637	2106
834	2640	2102
835	2643	2099
836	2646	2096
837	2650	2093
838	2653	2090
839	2656	2087
840	2659	2083
841	2662	2080
842	2666	2077
843	2669	2074
844	2672	2071
845	2676	2068
846	2679	2065
847	2682	2062
848	2685	2059
849	2688	2056
850	2692	2053
851	2695	2049
852	2698	2046
853	2701	2043
854	2704	2040
855	2707	2037
856	2710	2033
857	2714	2030
858	2717	2027
859	2720	2024
860	2723	2021
861	2726	2018
862	2730	2015
863	2733	2011
864	2736	2008
865	2739	2005
866	2742	2002
867	2745	1999
868	2749	1996
869	2752	1992
870	2755	1989
871	2758	1986
872	2761	1983
873	2764	1980
874	2767	1976
875	2770	1973
876	2773	1970
877	2777	1967
878	2780	1964
879	2783	1960
880	2786	1957
881	2789	1954
882	2792	1951
883	2795	1948
884	2798	1944
885	2801	1941
886	2805	1938
887	2808	1935
888	2811	1932
889	2814	1929
890	2817	1926
891	2820	1922
892	2823	1919
893	2826	1916
894	2829	1912
895	2832	1909
896	2836	1906
897	2839	1903
898	2842	1900
899	2846	1897
900	2849	1894
901	2852	1890
902	2855	1887
903	2858	1884
904	2862	1881
905	2865	1878
906	2868	1875
907	2871	1871
908	2874	1869
909	2877	1865
910	2880	1862
911	2883	1859
912	2887	1856
913	2890	1853
914	2893	1849
915	2896	1846
916	2899	1843
917	2902	1840
918	2905	1837
919	2908	1833
920	2911	1830
921	2914	1827
922	2918	1824
923	2921	1821
924	2924	1817
925	2927	1814
926	2930	1811
927	2933	1808
928	2937	1805
929	2940	1802
930	2943	1799
931	2946	1795
932	2949	1792
933	2953	1789
934	2956	1786
935	2959	1783
936	2962	1780
937	2965	1776
938	2968	1773
939	2971	1770
940	2974	1767
941	2977	1764
942	2981	1760
943	2984	1757
944	2987	1754
945	2990	1751
946	2993	1747
947	2996	1744
948	2999	1741
949	3003	1738
950	3006	1735
951	3009	1732
952	3012	1729
953	3015	1725
954	3018	1722
955	3021	1719
956	3024	1716
957	3027	1713
958	3030	1709
959	3034	1707
960	3038	1704
961	3041	1701
962	3044	1697
963	3047	1694
964	3050	1691
965	3053	1688
966	3057	1685
967	3060	1682
968	3064	1679
969	3067	1675
970	3071	1673
971	3074	1669
972	3077	1666
973	3080	1663
974	3083	1660
975	3086	1657
976	3089	1653
977	3092	1650
978	3095	1647
979	3098	1644
980	3102	1641
981	3105	1637
982	3108	1634
983	3111	1631
984	3114	1628
985	3117	1625
986	3121	1622
987	3124	1618
988	3127	1615
989	3130	1612
990	3133	1609
991	3136	1606
992	3139	1603
993	3142	1599
994	3146	1596
995	3149	1593
996	3152	1590
997	3155	1587
998	3158	1584
999	3162	1581
1000	3165	1577
1001	3168	1574
1002	3171	1571
1003	3174	1568
1004	3178	1565
1005	3181	1562
1006	3183	1558
1007	3186	1555
1008	3189	1552
1009	3193	1549
1010	3196	1546
1011	3199	1543
1012	3202	1539
1013	3205	1536
1014	3209	1533
1015	3212	1530
1016	3215	1526
1017	3218	1523
1018	3221	1520
1019	3224	1517
1020	3227	1514
1021	3230	1511
1022	3233	1507
1023	3237	1504
1024	3241	1502
1025	3244	1498
1026	3247	1495
1027	3250	1492
1028	3253	1489
1029	3257	1486
1030	3260	1483
1031	3263	1479
1032	3266	1476
1033	3269	1473
1034	3273	1470
1035	3276	1467
1036	3279	1464
1037	3281	1460
1038	3285	1457
1039	3288	1454
1040	3291	1451
1041	3294	1447
1042	3297	1444
1043	3300	1441
1044	3303	1438
1045	3306	1435
1046	3309	1432
1047	3313	1428
1048	3316	1425
1049	3319	1422
1050	3322	1419
1051	3325	1416
1052	3328	1413
1053	3331	1409
1054	3334	1406
1055	3338	1403
1056	3341	1400
1057	3344	1397
1058	3347	1394
1059	3350	1390
1060	3353	1387
1061	3356	1384
1062	3359	1381
1063	3362	1377
1064	3365	1374
1065	3369	1371
1066	3372	1368
1067	3375	1365
1068	3378	1362
1069	3381	1358
1070	3384	1355
1071	3387	1352
1072	3390	1349
1073	3393	1346
1074	3396	1342
1075	3399	1339
1076	3402	1336
1077	3406	1333
1078	3409	1330
1079	3412	1326
1080	3415	1323
1081	3418	1320
1082	3421	1317
1083	3424	1314
1084	3427	1311
1085	3430	1307
1086	3434	1304
1087	3438	1301
1088	3441	1298
1089	3444	1295
1090	3447	1292
1091	3450	1289
1092	3453	1286
1093	3456	1282
1094	3459	1279
1095	3462	1276
1096	3466	1273
1097	3469	1270
1098	3472	1267
1099	3475	1263
1100	3478	1260
1101	3482	1257
1102	3486	1254
1103	3489	1251
1104	3492	1248
1105	3495	1245
1106	3498	1242
1107	3502	1239
1108	3505	1235
1109	3508	1232
1110	3512	1229
1111	3516	1226
1112	3519	1223
1113	3522	1220
1114	3525	1217
1115	3528	1214
1116	3532	1211
1117	3536	1208
1118	3539	1205
1119	3542	1201
1120	3546	1198
1121	3549	1195
1122	3552	1192
1123	3555	1189
1124	3558	1186
1125	3561	1183
1126	3564	1179
1127	3567	1176
1128	3570	1173
1129	3574	1170
1130	3577	1167
1131	3580	1164
1132	3583	1160
1133	3586	1157
1134	3589	1154
1135	3593	1151
1136	3596	1148
1137	3599	1145
1138	3602	1141
1139	3605	1138
1140	3608	1135
1141	3611	1132
1142	3615	1129
1143	3618	1125
1144	3621	1122
1145	3624	1119
1146	3628	1116
1147	3631	1113
1148	3634	1110
1149	3637	1107
1150	3640	1103
1151	3643	1100
1152	3646	1097
1153	3650	1094
1154	3653	1091
1155	3656	1087
1156	3659	1084
1157	3662	1081
1158	3665	1078
1159	3668	1075
1160	3671	1072
1161	3675	1069
1162	3678	1065
1163	3681	1062
1164	3684	1059
1165	3687	1056
1166	3690	1053
1167	3693	1049
1168	3696	1046
1169	3700	1043
1170	3703	1040
1171	3706	1037
1172	3709	1034
1173	3712	1030
1174	3715	1027
1175	3718	1024
1176	3721	1021
1177	3724	1018
1178	3727	1014
1179	3730	1011
1180	3734	1008
1181	3737	1005
1182	3740	1002
1183	3743	999
1184	3746	995
1185	3749	992
1186	3752	989
1187	3755	986
1188	3758	983
1189	3761	979
1190	3764	976
1191	3767	973
1192	3771	970
1193	3774	967
1194	3777	964
1195	3780	960
1196	3783	957
1197	3786	954
1198	3789	951
1199	3792	948
1200	3795	944
1201	3798	941
1202	3802	938
1203	3805	935
1204	3808	932
1205	3811	929
1206	3814	925
1207	3818	922
1208	3821	919
1209	3824	916
1210	3827	913
1211	3830	910
1212	3833	907
1213	3837	903
1214	3840	900
1215	3843	897
1216	3846	894
1217	3849	891
1218	3852	888
1219	3855	884
1220	3859	881
1221	3862	878
1222	3865	875
1223	3868	872
1224	3871	869
1225	3874	865
1226	3877	862
1227	3880	859
1228	3883	856
1229	3886	853
1230	3889	849
1231	3892	846
1232	3895	843
1233	3899	840
1234	3902	837
1235	3905	834
1236	3908	830
1237	3911	827
1238	3914	824
1239	3917	821
1240	3920	818
1241	3924	815
1242	3927	811
1243	3930	808
1244	3933	805
1245	3936	802
1246	3940	799
1247	3943	796
1248	3946	793
1249	3949	789
1250	3952	786
1251	3955	783
1252	3959	780
1253	3963	777
1254	3966	774
1255	3970	771
1256	3973	768
1257	3976	764
1258	3979	761
1259	3982	758
1260	3985	755
1261	3988	752
1262	3991	749
1263	3994	745
1264	3997	742
1265	4000	739
1266	4004	736
1267	4007	733
1268	4010	730
1269	4013	726
1270	4016	723
1271	4019	720
1272	4022	717
1273	4026	714
1274	4029	711
1275	4032	707
1276	4035	704
1277	4038	701
1278	4041	698
1279	4044	695
1280	4047	691
1281	4050	688
1282	4053	685
1283	4057	682
1284	4061	679
1285	4064	676
1286	4067	673
1287	4070	669
1288	4073	666
1289	4076	663
1290	4079	660
1291	4082	657
1292	4085	654
1293	4089	650
1294	4092	647
1295	4095	644
1296	4098	641
1297	4101	638
1298	4104	635
1299	4108	632
1300	4111	628
1301	4114	625
1302	4117	622
1303	4120	619
1304	4123	616
1305	4126	612
1306	4129	609
1307	4132	606
1308	4135	603
1309	4139	600
1310	4141	597
1311	4145	593
1312	4148	590
1313	4151	587
1314	4154	584
1315	4157	581
1316	4160	578
1317	4164	575
1318	4167	571
1319	4170	568
1320	4173	565
1321	4176	562
1322	4179	559
1323	4182	556
1324	4186	552
1325	4189	549
1326	4192	546
1327	4195	543
1328	4198	540
1329	4202	537
1330	4205	533
1331	4208	530
1332	4211	527
1333	4214	524
1334	4217	521
1335	4221	518
1336	4224	514
1337	4226	511
1338	4230	508
1339	4233	505
1340	4236	502
1341	4239	499
1342	4242	495
1343	4245	492
1344	4248	489
1345	4251	486
1346	4254	483
1347	4257	480
1348	4260	476
1349	4263	473
1350	4266	470
1351	4269	467
1352	4273	464
1353	4276	461
1354	4279	457
1355	4282	454
1356	4285	451
1357	4288	448
1358	4292	445
1359	4295	442
1360	4298	439
1361	4301	435
1362	4304	432
1363	4307	429
1364	4310	426
1365	4313	423
1366	4317	420
1367	4320	416
1368	4323	413
1369	4326	410
1370	4329	407
1371	4332	404
1372	4335	401
1373	4338	397
1374	4341	394
1375	4344	391
1376	4347	388
1377	4350	385
1378	4353	382
1379	4356	378
1380	4360	375
1381	4363	372
1382	4366	369
1383	4369	366
1384	4372	363
1385	4375	359
1386	4378	356
1387	4381	353
1388	4384	350
1389	4387	347
1390	4391	344
1391	4394	340
1392	4397	337
1393	4400	334
1394	4403	331
1395	4407	328
1396	4410	325
1397	4413	322
1398	4416	318
1399	4419	315
1400	4422	312
1401	4426	309
1402	4429	306
1403	4432	303
1404	4435	299
1405	4438	296
1406	4441	293
1407	4444	290
1408	4447	287
1409	4450	284
1410	4453	280
1411	4456	277
1412	4459	274
1413	4462	271
1414	4466	268
1415	4468	265
1416	4472	261
1417	4475	258
1418	4478	255
1419	4481	252
1420	4484	249
1421	4487	246
1422	4491	243
1423	4494	239
1424	4497	236
1425	4500	233
1426	4503	230
1427	4506	227
1428	4509	224
1429	4513	220
1430	4516	217
1431	4519	214
1432	4522	211
1433	4525	208
1434	4528	205
1435	4531	201
1436	4535	198
1437	4538	195
1438	4541	192
1439	4544	189
1440	4547	186
1441	4550	183
1442	4554	179
1443	4558	176
1444	4561	173
1445	4565	170
1446	4569	167
1447	4572	164
1448	4576	161
1449	4579	157
1450	4582	154
1451	4586	151
1452	4589	148
1453	4592	145
1454	4595	142
1455	4598	138
1456	4601	135
1457	4604	132
1458	4607	129
1459	4610	126
1460	4614	123
1461	4617	120
1462	4620	116
1463	4623	113
1464	4626	110
1465	4629	107
1466	4633	104
1467	4636	101
1468	4639	97
1469	4642	94
1470	4645	91
1471	4648	88
1472	4651	85
1473	4654	82
1474	4657	78
1475	4660	75
1476	4664	72
1477	4667	69
1478	4670	66
1479	4673	63
1480	4676	59
1481	4679	56
1482	4682	53
1483	4685	50
1484	4688	47
1485	4691	44
1486	4694	41
1487	4697	37
1488	4700	34
1489	4704	31
1490	4706	28
1491	4710	25
1492	4713	22
1493	4717	18
1494	4720	15
1495	4723	12
1496	4726	9
1497	4729	6
1498	4732	3
1499	4735	0
